instruction,input,output
"I have the following ingredients: मूंगफली, हल्दी पाउडर, टमाटर, ककड़ी, हरी मिर्च, निम्बू का रस, चाट मसाला पाउडर, जीरा पाउडर, शक्कर, नमक, दही, काली मिर्च पाउडर, नमक, मिक्स्ड हर्ब्स. Please provide recipes I can make with them.",,"Recipe Name: दही वाली मूंगफली चाट रेसिपी - Peanut Chaat With Spiced Yogurt Recipe
Cuisine: North Indian Recipes
Course: Snack
Diet: High Protein Vegetarian
Ingredients:
- मूंगफली: 1 कप मूंगफली
- हल्दी पाउडर: उबाल ले  1/2 छोटा चम्मच हल्दी पाउडर  1 टमाटर
- टमाटर: बारीक काट ले  1 ककड़ी
- ककड़ी: बारीक काट ले  1 हरी मिर्च
- हरी मिर्च: कस ले  2 बड़े चम्मच निम्बू का रस  1 छोटा चम्मच चाट मसाला पाउडर  1/2 छोटा चम्मच जीरा पाउडर  1 छोटा चम्मच शक्कर  1/2 छोटा चम्मच नमक तीखे दही के लिए 1 कप दही  1/2 छोटा चम्मच काली मिर्च पाउडर  1/4 छोटा चम्मच नमक  1/2 छोटा चम्मच मिक्स्ड हर्ब्स
Instructions:
दही वाली मूंगफली चाट रेसिपी बनाने के लिए सबसे पहले हम दही की ड्रेसिंग बना लेंगे। एक बाउल में दही, काली मिर्च पाउडर, नमक, मिक्स्ड हर्ब्स डाले और अच्छी तरह से मिला ले. इस बाउल को फ्रिज में 1/2 घंटे के लिए रख दे.दूसरे बाउल में मूंगफली, हल्दी पाउडर, टमाटर, ककड़ी, नमक, हरी मिर्च, चाट मसाला, जीरा पाउडर, शक्कर, निम्बू के रस में डाले और अच्छी तरह से मिला ले. अब एक बाउल में दही डाले, उसके ऊपर मूंगफली का मिश्रण डाले और परोसे। दही वाली मूंगफली चाट रेसिपी को पालक दाल, भिंडी मसाला और फुल्के के साथ परोसे। आप इसे अपनी शाम की मसाला चाय के साथ भी परोस सकते है.
"
"I have the following ingredients: Sooji (Semolina/ Rava), Ghee, Pineapple, Saffron strands, Milk, Sugar, Cardamom Powder (Elaichi), Edible camphor (pacha karpooram), Ghee, Cashew nuts, Sultana Raisins. Please provide recipes I can make with them.",,"Recipe Name: Pineapple Kesari Bhath Recipe - Sweet Semolina Pudding
Cuisine: Karnataka
Course: Dessert
Diet: Vegetarian
Ingredients:
- Sooji (Semolina/ Rava): 1 cup Sooji (Semolina/ Rava)
- Ghee: fine  1/4 cup Ghee  1/2 cup Pineapple
- Pineapple: finely chopped Saffron strands
- Saffron strands: few  1/2 cup Milk
- Milk: hot  1/2 cup Sugar  1 teaspoon Cardamom Powder (Elaichi)  1 pinch Edible camphor (pacha karpooram) Seasoning 2 tablespoon Ghee
- Sugar: for tempering  10 Cashew nuts
- Cardamom Powder (Elaichi): as required  10 Sultana Raisins
- Edible camphor (pacha karpooram): as required
Instructions:
To begin making the Pineapple Kesari Bhath Recipe, soak the saffron in a tablespoon of hot milk and keep aside.Heat a tablespoon of ghee in a small skillet over medium heat. Add the cashew nuts and allow it to roast until crisp and golden brown. Add the raisins and saute until it puffs up and turn off the heat. Keep this aside.In a saucepan, cook the pineapple on low heat until it softens and gets well cooked. Once done turn off the heat and allow it to cool. Keep this aside.In another saucepan; bring the remaining milk, 2 cups of water to a brisk boil. Add the sugar, cardamom powder, saffron milk, camphor and turn the heat to low and keep it  simmering until we roast the rava (sooji). In a heavy bottomed pan; heat 1/4 cup of ghee and add the semolina. Roast the rava in the ghee on medium heat until you can smell a roasted aroma coming through and the rava becomes golden brown in colour.After the rava has roasted, gradually add the milk mixture into the rava. Keep stirring continuously as you add the milk so no lumps form. Be careful when you add the boiling water and milk mixture as the rava bubbles up suddenly.Keep stirring for at least 5 minutes until you notice the Kesari Bhath leaves the sides of the pan.Once done, stir in the roasted cashew nuts and raisins and mix well to combine. Transfer the Kesari Bhath to a serving dish and serve warm or chilled.Serve the Pineapple Kesari Bhath along with Khara Bhath - Rava Upma for breakfast or any special occasion like wedding or a festival.
"
"I have the following ingredients: Fresh cream, Milk, Sugar, Vanilla Extract, Instant Coffee Powder. Please provide recipes I can make with them.",,"Recipe Name: Coffee Ice Cream Recipe
Cuisine: Continental
Course: Dessert
Diet: Vegetarian
Ingredients:
- Fresh cream: 400 ml Fresh cream
- Milk: Use Amul Cream
- Sugar: chilled  150 ml Milk
- Vanilla Extract: chilled  1/2 cup Sugar  1-1/2 teaspoon Vanilla Extract  2 tablespoons Instant Coffee Powder
Instructions:
To begin making the Coffee Ice Cream Recipe, into a blender jar, add the full fat cream, milk, sugar, instant coffee powder and vanilla extract. Make sure that the cream and the milk is chilled. If the mixture is warm, then refrigerate the ice cream mixture for two hours.Now we will set up the Kitchenif Ice Cream Maker.Place the ice cream bowl which has been kept in the freezer for 2 days into the kitchenif ice cream maker. Attach the paddle and set the timer for 30 minutes.Start the ice cream maker and pour the ice cream mixture through the opening into the ice cream maker.Do not turn off the machine in between till 30 minutes is up. You will see that slowly, the ice cream will start turning thick and creamy.After 30 minutes, you will see that your ice cream mixture is ready. Add it in the bowl, and keep it in fridge for 5 to 6 hours.Serve Coffee Ice Cream Recipe as a dessert after a delicious Continental Meal of Cheesy Baked Spaghetti Pasta In Tomato Basil Sauce and Garlic Bread.
"
"I have the following ingredients: Arhar dal (Split Toor Dal), Onion, Ginger, Turmeric powder (Haldi), Tomato, Cinnamon Stick (Dalchini), Salt, Lemon juice, Coriander (Dhania) Leaves, Ghee, Garlic, Cumin seeds (Jeera), Dry Red Chillies. Please provide recipes I can make with them.",,"Recipe Name: Arhar Dal with Garlic Tadka
Cuisine: Awadhi
Course: Lunch
Diet: High Protein Vegetarian
Ingredients:
- Arhar dal (Split Toor Dal): 1 cup Arhar dal (Split Toor Dal)  1 Onion
- Onion: thinly sliced  1 inch Ginger
- Ginger: grated  1/2 teaspoon Turmeric powder (Haldi)  1 Tomato
- Turmeric powder (Haldi): finely chopped  1 inch Cinnamon Stick (Dalchini) Salt
- Tomato: to taste  1 tablespoon Lemon juice  5 sprig Coriander (Dhania) Leaves
- Cinnamon Stick (Dalchini): finely chopped Ingredients for seasoning 1 tablespoon Ghee  4 cloves Garlic  1/2 teaspoon Cumin seeds (Jeera)  2 Dry Red Chillies
Instructions:
To begin making the Arhar Ki Dal with Lahsun Tadka Recipe, we will first cook the dal in the pressure cooker. Place the washed dal, onions, grated ginger, turmeric powder, salt, tomato, cinnamon stick along with 2-1/2 cups of water. Cover the pressure cooker, place the weight on and cook until you hear three whistles. After the first three whistles, turn the heat to low and simmer the arhar dal for 3 to 4 minutes. After 4 minutes, turn off the heat. Allow the pressure to release naturally, the dal will continues to cook while in the cooker. Once the pressure is released open the cooked and give the dal a good whisk.Check the salt and spice levels and adjust to suit your taste. The consistency of the dal can be adjusted at this stage, by adding water if required. Transfer the Arhar Dal into a serving bowl. Stir in the lemon juice and the coriander leaves into the dal.The next step is to make the seasoning for the dal. Next, heat the ghee in a tadka pan; add the cumin seeds, garlic, and red chilies and allow them to roast well in the ghee. When the garlic has turned golden brown in colour, pour the tadka into the cooked dal and serve warm.Serve the Arhar Ki Dal with Lahsun Tadka along with Steamed Rice Recipe or  Parathas accompanied with Aloo Simla Mirch ki Sabzi and Moong Sprouts Salad.
"
"I have the following ingredients: Kala Chana (Brown Chickpeas), Bay leaf (tej patta), Onion, Mustard oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Asafoetida (hing), Gram flour (besan), Turmeric powder (Haldi), Water, Jaggery, Coriander Powder (Dhania), Garam masala powder, Amchur (Dry Mango Powder), Red Chilli powder, Asafoetida (hing), Gram flour (besan), Turmeric powder (Haldi), Salt. Please provide recipes I can make with them.",,"Recipe Name: Himachali Khatta Recipe (Tangy Black Chickpea Curry)
Cuisine: Himachal
Course: Lunch
Diet: High Protein Vegetarian
Ingredients:
- Kala Chana (Brown Chickpeas): 1 cup Kala Chana (Brown Chickpeas)
- Bay leaf (tej patta): soaked over night  1 Bay leaf (tej patta)  1 Onion
- Onion: chopped  1 teaspoon Mustard oil  1/2 teaspoon Mustard seeds (Rai/ Kadugu)  1/2 teaspoon Cumin seeds (Jeera)  1/4 teaspoon Asafoetida (hing)  1 tablespoon Gram flour (besan)  1 teaspoon Turmeric powder (Haldi) For spiced water 2 cups Water
- Mustard oil: the water chickpea was soaked in  1 tablespoon Jaggery  1 teaspoon Coriander Powder (Dhania)  1/2 teaspoon Garam masala powder  2 teaspoons Amchur (Dry Mango Powder)  1 teaspoon Red Chilli powder  1/4 teaspoon Asafoetida (hing)  1 tablespoon Gram flour (besan)  1 teaspoon Turmeric powder (Haldi) Salt
- Mustard seeds (Rai/ Kadugu): to taste
Instructions:
To begin making the Himachali Khatta recipe, cook the soaked black chickpeas ( kala chana) in a pressure cooker with salt, and the required required water.After first whistle, reduce the flame to low and cook for 10 to 15 minutes.Once it cools down, drain out the water and keep it aside and use it to make spiced water.Mix all the dry ingredient including jaggery, gram flour, asafoetida, turmeric powder, coriander powder, garam masala, dry mango powder, red chilli powder, salt and water which we got after boiling chickpeas in a big mixing bowl.On other hand, heat a kadai/wok and add mustard oil till it starts to smoke.Reduce the flame, add bay leaf, mustard seeds, cumin seeds and.  Add the onions and saute until the onions soften (about 3 to 4 minutes). Let it crackle for about 30 seconds.Add spiced water mixture and let it cook for about 2 to 3 minutes.Next, add the boiled chickpea (kala chana) and mix everything properly. Cook it on low flame for about 8 to 10 minutes until all the aromas get into the Himachali Khatta.Once it is cooked, switch the flame and serve hot.Serve Himachali Khatta along with hot steamed rice or Phulkas for perfect Himachali lunch or dinner.
"
"I have the following ingredients: Fresh cream, Milk, Gelatin, Sugar, Thandai Masala, Mango Pulp (Puree), Lemon juice, Water, Strawberries, Sugar, Lemon juice, Water. Please provide recipes I can make with them.",,"Recipe Name: Thandai Panna Cotta With Strawberry And Mango Coulis Recipe
Cuisine: Fusion
Course: Dessert
Diet: Non Vegeterian
Ingredients:
- Fresh cream: For the thundai panna cotta 2 cups Fresh cream  1/2 cup Milk  2 teaspoon Gelatin  4 tablespoons Sugar  2 tablespoons Thandai Masala
- Milk: or syrup For the mango coulis 1 cup Mango Pulp (Puree)  1 tablespoon Lemon juice  2 tablespoons Water For the strawberry coulis 200 grams Strawberries
- Gelatin: hulled  3 tablespoons Sugar  2 teaspoon Lemon juice  2 tablespoons Water
Instructions:
To begin with Thandai Panna Cotta With Strawberry And Mango Coulis, firstly we will start making the strawberry coulis.Puree together the chopped strawberries, sugar, lemon juice and just 1-2 teaspoon of water. Transfer mixture to a saucepan over medium-high heat and bring it to a boil.Continue to boil until mixture thickens to syrup consistency. Strain and set it aside to cool. Pour into glasses, cover with foil/ cling film and freeze till set.In the meanwhile, prepare the thandai. Pour 1/2 cup of milk into a mixing bowl and evenly sprinkle some gelatin on top; set aside for two minutes.Place 1-1/2 cups of cream, sugar and the thandai into a small saucepan and bring to a simmer (don't boil it). Use a whisk to stir the mixture together till its mixed well.Strain the gelatin mixture into the cream-thandai mixture and stir until gelatin is completely dissolved (mixture should be free of grit when rubbed between two fingers).Simmer for 5 mins and remove from heat. Keep whisking almost continuously.Let the thandai cream mixture come to room temperature. Once cool, whip up the remaining 1/2 cup of cream and gently fold it into the panna cotta.Now pour it over the strawberry coulis and chill for 2 hrs. Make sure the strawberry is set first or the layers will run into each other.If you are making this well ahead of time, cover with foil tightly, and keep in fridge overnight.While that's setting, make the mango coulis in a similar way as you made the strawberry coulis. You just have to use chopped mangoes instead of strawberries. Once it is done, let it cool to room temperature.Make sure the thandai layer is set, then gently spoon the mango on top. Wrap and freeze to set completely.Remove when needed, taking the Thandai Panna Cotta out 5 mins before serving time and garnish it and serve.Serve Thandai Panna Cotta With Strawberry And Mango Coulis as a Dessert after your delicious dinner meal. 
"
"I have the following ingredients: Curd (Dahi / Yogurt), Fresh cream, Peanut Butter, Sugar, Salt, Ice cubes. Please provide recipes I can make with them.",,"Recipe Name: Peanut Butter Lassi Recipe - Peanut Butter Yogurt Smoothie
Cuisine: Indian
Course: Side Dish
Diet: Vegetarian
Ingredients:
- Curd (Dahi / Yogurt): 1 cup Curd (Dahi / Yogurt)  1/4 cup Fresh cream  4 tablespoons Peanut Butter  2 tablespoons Sugar Salt
- Fresh cream: to taste Ice cubes
- Peanut Butter: as desired
Instructions:
To begin making the Peanut Butter Lassi, get ready with all the ingredients.Add all the ingredients into the blender including curd, fresh cream, peanut butter, sugar, salt, ice cubes and make a smooth lassi.Add water if required to adjust the consistency of the Peanut Butter Lassi.Serve Peanut Butter Lassi along with Palak Masala Bhurji and Bread Toast for breakfast.
"
"I have the following ingredients: अामला, हल्दी पाउडर, नमक, टमाटर, अदरक, पुदीना, हरा धनिया, हरी मिर्च, जीरा, काली मिर्च पाउडर, घी, राइ, सुखी लाल मिर्च, हींग. Please provide recipes I can make with them.",,"Recipe Name: Amla Rasam Recipe - Nellikai Rasam Recipe
Cuisine: South Indian Recipes
Course: Lunch
Diet: Vegetarian
Ingredients:
- अामला: 6 Amla 1/4 tsp turmeric powder Salt
- हल्दी पाउडर: according to taste For the spice paste 1 tomato 1/4 tsp ginger 10-15 mint leaves 1/4 cup coriander leaves
- नमक: chopped 2 green chillies 1 tsp cumin seeds 1/2 tsp black pepper powder For tempering 2 tsp ghee 1 tsp mustard seeds 1 dried red chilli
- टमाटर: broken Asafoetida
- अदरक: a pinch
Instructions:
To make Nelikai Rasam Recipe, first take amla in a saucepan along with 2 cups of water. Cook on low flame. After amla becomes soft, drain the water, turn off the gas and keep it aside. Now in a mixer grinder add tomatoes, ginger, mint, coriander leaves, green chillies, cumin seeds, black pepper powder and grind it. Keep it aside. In a pan add ripe amla, 3 cups of water, turmeric powder and let it boil on low flame. After it boils add the ground masala, salt and mix it. Let it boil. After that turn off the gas and keep it aside. Now for the tempering heat ghee in a tempering pan. Add mustard seeds and let it crackle. After this add dried red chillies, asafoetida and cook for 15 seconds. Pour this tempering in the rasam and serve. Serve Nellikai Rasam with Carrot and Beans Thoran, Rice and Keerai Sambar.
"
"I have the following ingredients: Gram flour (besan), Instant Oats (Oatmeal), Whole Wheat Flour, Kashmiri Red Chilli Powder, Oil, Cooking soda, Salt, Water, Green Moong Sprouts, Chickpea Sprouts, Onion, Tomato, Coriander (Dhania) Leaves, Lemon juice, Chaat Masala Powder, Green Chilli, Sev. Please provide recipes I can make with them.",,"Recipe Name: Homemade Canape Papdi Chaat Recipe
Cuisine: North Indian Recipes
Course: Snack
Diet: Vegetarian
Ingredients:
- Gram flour (besan): For the canape 1 cup Gram flour (besan)  1 1/2 tablespoons Instant Oats (Oatmeal)
- Instant Oats (Oatmeal): ground to a fine flour  1 1/2 tablespoons Whole Wheat Flour  1 tablespoon Kashmiri Red Chilli Powder  1 tablespoon Oil  1/2 teaspoon Cooking soda Salt
- Whole Wheat Flour: to taste Water
- Kashmiri Red Chilli Powder: as required For making chaat 1/2 cup Green Moong Sprouts  1/2 cup Chickpea Sprouts  1 Onion
- Oil: finely chopped  1 Tomato
- Cooking soda: finely chopped  2 sprig Coriander (Dhania) Leaves
- Salt: finely chopped  2 tablespoon Lemon juice  1 teaspoon Chaat Masala Powder  1 Green Chilli
- Water: finely chopped  1/4 cup Sev
Instructions:
To begin making the Homemade Canape Papdi Chaat Recipe, we will first make the canape papdi. In a bowl sieve to gather besan, oats flour, wheat flour. Add red chili powder, salt, oil, cooking soda and mix until the flour turn to form crumble.Add water little by little to the canape papdi mixture until you get a soft and stiff dough. Cover the dough with damp cloth and let it rest for 30 minutes.Once well rested, knead for a few minutes again. Pinch a small portion of the dough, roll it into a ball.Sprinkle wheat flour on a clean surface. Place the ball on the surface and roll it as thin as possible. Cut out smaller round shapes and place them over a greased tart pans pressing them to the edges. Scrap out the extra dough from the edges of the tart pans. Repeat this step for rest of the dough.Preheat the oven at 150 degree centigrade. Place the tart pans in oven and bake the canape papdis until they start to turn golden brown. Remove from oven, let it cool for some time. Then gently pull the canapes out of the tart pan.These canape papdi cups can be stored in airtight containers for about a week.To make canape papdi chaat, mix all the ingredients mentioned except sev under the list 'for making chaat' in a bowl. Check the salt and seasoning and adjust to suit your taste.When you are ready to serve, spoon in the chaat mixture into canape papdi cups. Sprinkle some sev over top and serve the Homemade Canape Papdi Chaat immediately. If you prefer you could add some yogurt, green chutney and sweet chutney to give it an added taste and flavor.Khubani Ka Meetha Recipe (A Rich Hyderabadi Nawabi Dessert)
"
"I have the following ingredients: हरी मूंग दाल, निम्बू का रस, हींग, काली मिर्च पाउडर, घी, जीरा, नमक. Please provide recipes I can make with them.",,"Recipe Name: Mung Pani Recipe –
Cuisine: Indian
Course: Appetizer
Diet: Vegetarian
Ingredients:
- हरी मूंग दाल: 1/2 cup green moong dal
- निम्बू का रस: soaked for 4 hours 1/2 tsp lemon juice 1/4 tsp asafoetida 1/2 tsp black pepper powder 1 tsp ghee 1/4 tsp cumin seeds Salt
- हींग: according to taste
Instructions:
To make Moong Pani Recipe, first soak the moong for 3 to 4 hours. Now put the moong in a pressure cooker along with water as per requirement and close the cooker. Let it give 2 to 3 whistles and then cook on low flame for 10 minutes. Turn off the gas and let the pressure release automatically. Open the cooker and mix well. Let the dal cool down a bit. Now make a puree by adding dal and 2 cups of water in a blender. Remove it in a bowl and keep it aside. For Tadka, heat ghee in a Tadka pan. Add cumin seeds and let them crackle. Now add Moong Pani, asafoetida, black pepper powder, salt and mix it. Let it boil for 2 to 3 minutes and turn off the gas. Serve. Give Moong Pani Recipe when you are sick or have cough and cold in this season.
"
"I have the following ingredients: Rice, Cloves (Laung), Lemon juice, Ghee, Fennel seeds (Saunf), Cumin seeds (Jeera), Black cardamom (Badi Elaichi), Cardamom (Elaichi) Pods/Seeds, Whole Black Peppercorns, Onion, Cauliflower (gobi), Potato (Aloo), Green peas (Matar), Whole Wheat Brown Bread, Curd (Dahi / Yogurt), Fresh Pomegranate Fruit Kernels, Turmeric powder (Haldi), Red Chilli powder, Cashew nuts, Sultana Raisins, Ghee. Please provide recipes I can make with them.",,"Recipe Name: Jodhpuri Kabuli Recipe
Cuisine: Rajasthani
Course: Lunch
Diet: Vegetarian
Ingredients:
- Rice: For the Rice 2 cups Rice
- Cloves (Laung): washed and soaked for 30 minutes    2 Cloves (Laung)  1 Lemon juice  1 teaspoon Ghee Whole Spice 1 teaspoon Fennel seeds (Saunf)  1 teaspoon Cumin seeds (Jeera)  1 Black cardamom (Badi Elaichi)  1 Cardamom (Elaichi) Pods/Seeds  1 teaspoon Whole Black Peppercorns Other Ingredients   1 Onion
- Lemon juice: chopped  1/2 cup Cauliflower (gobi)
- Ghee: cut into small florets  1 Potato (Aloo)
- Fennel seeds (Saunf): skin peeled and chopped small  1/4 cup Green peas (Matar)  4 Whole Wheat Brown Bread
- Cumin seeds (Jeera): cut into cubes  1/2 cup Curd (Dahi / Yogurt)  1/4 cup Fresh Pomegranate Fruit Kernels  1 teaspoon Turmeric powder (Haldi)  2 teaspoon Red Chilli powder  2 tablespoon Cashew nuts  2 tablespoon Sultana Raisins Ghee
- Black cardamom (Badi Elaichi): for cooking
Instructions:
To begin making the Jodhpuri Kabuli Recipe, first keep the rice in a pressure cooker with ghee, cloves and lemon juice. Add about 4 cups of water and pressure cook for 2 whistle.In the meanwhile, heat a kadai with 2 tablespoon ghee, add bread cubes and toast them till they are light brown and toasty. Keep it aside.Into the same kadai add some more ghee and toast the cashew nuts and raisins and keep them aside.Add little more and all the whole spice and allow it sizzle for few seconds. Add onions and saute till they turn translucent.Add cauliflower, potato and sprinkle with little salt and turmeric. Allow it to cook for few minutes. You can sprinkle with water and cover it with the lid and cook for at least 10 minutes until done.Add all the spice powders along with curd and keep stirring till the water evaporates from the curd.Once that is done add green peas and toasted bread cubes and give it a stir. Add cooked rice as well. Give a stir and check for salt.Switch off the heat, serve it in a bowl and sprinkle with toasted cashew nuts, raisins and pomegranates on top. Serve the Jodhpuri Kabuli Recipe along with raita by the side and Dill Poha Cutlets to begin with for your Sunday lunch.
"
"I have the following ingredients: Rice Noodles (Flat), Oil, Dry Red Chillies, Thai Red chilli (Birds Eye Chilli), Ginger, Garlic, Turmeric powder (Haldi), Coriander (Dhania) Seeds, Spring Onion (Bulb & Greens), Salt, Lemongrass, Water, Green zucchini, Onion, Broccoli, Carrot (Gajjar), Green zucchini, Salt, Sesame (Gingelly) Oil, Coconut milk, Water, Spring Onion (Bulb & Greens), Basil leaves, Palm jaggery. Please provide recipes I can make with them.",,"Recipe Name: Bangkok Coconut Curry Noodle Bowl Recipe
Cuisine: Asian
Course: Lunch
Diet: Vegetarian
Ingredients:
- Rice Noodles (Flat): For Rice Noodles 200 grams Rice Noodles (Flat)  1/2 teaspoon Oil For Curry paste 3 Dry Red Chillies
- Oil: soaked for 10 min in warm water  2 Thai Red chilli (Birds Eye Chilli)
- Dry Red Chillies: chopped  2 inch Ginger  4 cloves Garlic  1/4 teaspoon Turmeric powder (Haldi)  1 tablespoon Coriander (Dhania) Seeds
- Thai Red chilli (Birds Eye Chilli): roasted  1 Spring Onion (Bulb & Greens) Salt
- Ginger: to taste  2 Stalks Lemongrass
- Garlic: finely chopped with outer leaves discarded  1/4 cup Water For Veggies 1/2 Green zucchini
- Turmeric powder (Haldi): 1 teaspoon sesame oil   1 Onion
- Coriander (Dhania) Seeds: thinly sliced  2 cups Broccoli
- Spring Onion (Bulb & Greens): cut into florets  1 Carrot (Gajjar)
- Salt: sliced into rounds  1 Green zucchini
- Lemongrass: sliced into rounds Salt
- Water: to taste Others 1/2 teaspoon Sesame (Gingelly) Oil  1-1/2 cups Coconut milk  1/2 cup Water  2 Stalks Spring Onion (Bulb & Greens)
- Green zucchini: roughly chopped  2 sprig Basil leaves
- Onion: torn  2 tablespoons Palm jaggery
Instructions:
To begin making the Bangkok Coconut Curry Noodle Bowl Recipe, prepare all the ingredients and keep them ready.For cooking the rice noodles, soak the rice noodles in boiling hot water for about 10 to 15 minutes as per instructions in the packet. Once the rice noodles are soft and al dente, drain the water completely and toss it in a little oil and keep aside. This prevents it from sticking to each other. For the curry paste, add all the ingredients into the blender and blitz to form a coarse mixture. Add a little warm water and blend to make a smooth curry paste. Keep aside.For veggies, heat oil on a preheated pan over medium heat. Add the onions and saute until softened. Add the remaining vegetables, sprinkle salt and stir fry the vegetables until they have softened and cooked. You can optionally cover the pan to fasten the cooking process. Ensure the vegetables have a good bite and don't become too soft.Once done, transfer to a bowl to stop the cooking process & keep aside.The final step is to make the curry.Heat oil into a large saucepan, add the curry paste and saute for about a minute. Add the coconut milk, palm jaggery and basil leaves.Add 1/2 cup water, salt to taste and brind the curry to a brisk boil for 2 to 3 minutes and turn off the heat. Check the salt & seasonings and adjust to suit your taste.To serve the curry bowl, into soup/ curry bowls spoon a tong full of noodles, add a portion of veggies, spoon the curry until noodles & veggies are almost immersed. Garnish with spring onion greens & serve immediately.
"
"I have the following ingredients: Potatoes (Aloo), Fennel seeds (Saunf), Red Chilli powder, Turmeric powder (Haldi), Fresh cream, Coriander (Dhania) Leaves. Please provide recipes I can make with them.",,"Recipe Name: Saunf Aloo (Fennel Potato Curry) Recipe
Cuisine: Punjabi
Course: Lunch
Diet: Vegetarian
Ingredients:
- Potatoes (Aloo): 5 Potatoes (Aloo)
- Fennel seeds (Saunf): halved with skin  2 teaspoon Fennel seeds (Saunf)
- Red Chilli powder: crushed  2 teaspoon Red Chilli powder  1 teaspoon Turmeric powder (Haldi)  1/4 cup Fresh cream
- Turmeric powder (Haldi): or 1/2 cup milk  4 sprig Coriander (Dhania) Leaves
- Fresh cream: finely chopped
Instructions:
To begin with Saunf Aloo, heat oil in a pressure cooker. Add turmeric powder, salt, red chilli powder and crushed fennel seeds till the fennel seeds turns golden in colour.Now add the potatoes and mix it properly with the masala. Sauce it for 2-3 minutes and then add enough water to cover the potatoes in the cooker.Switch the heat after two whistles and once the pressure is released, open the lid of the pressure cooker.The next step is to add the cream or milk and mash a few potatoes to get a thicker consistency. Let it cook for 5 more minutes or until the cooker releases 2 more whistles.Garnish the Saunf Aloo with some roasted saunf and chopped coriander. Serve Sauf Aloo along with Amritsari Dal and Whole Wheat lachha Paratha for a weekday meal.
"
